date,OBV
2014-03-27,13100.0
2014-03-28,54200.0
2014-03-31,43400.0
2014-04-01,51300.0
2014-04-02,-95400.0
2014-04-03,4989800.0
2014-04-04,-1362100.0
2014-04-07,-5751700.0
2014-04-08,-2609100.0
2014-04-09,712600.0
2014-04-10,-3313200.0
2014-04-11,-7227300.0
2014-04-14,-4659300.0
2014-04-15,-814800.0
2014-04-16,4065100.0
2014-04-17,-2725800.0
2014-04-21,-5285500.0
2014-04-22,-2926600.0
2014-04-23,-4973300.0
2014-04-24,-6851300.0
2014-04-25,-8945900.0
2014-04-28,-5619500.0
2014-04-29,-2927800.0
2014-04-30,-4674200.0
2014-05-01,-2773900.0
2014-05-02,-4457800.0
2014-05-05,-5479100.0
2014-05-06,-7163500.0
2014-05-07,-10379000.0
2014-05-08,-8363200.0
2014-05-09,-5930400.0
2014-05-12,-4023100.0
2014-05-13,-2374200.0
2014-05-14,-3562700.0
2014-05-15,-5262400.0
2014-05-16,-3781200.0
2014-05-19,-2506900.0
2014-05-20,-727000.0
2014-05-21,466000.0
2014-05-22,2077400.0
2014-05-23,4004300.0
2014-05-27,6102700.0
2014-05-28,4455200.0
2014-05-29,3104800.0
2014-05-30,1338500.0
2014-06-02,-92600.0
2014-06-03,-1954100.0
2014-06-04,-3765600.0
2014-06-05,-2081100.0
2014-06-06,-349100.0
2014-06-09,1114400.0
2014-06-10,-233600.0
2014-06-11,-1330700.0
2014-06-12,-2785200.0
2014-06-13,-1568000.0
2014-06-16,-3265900.0
2014-06-17,-4706500.0
2014-06-18,-2969500.0
2014-06-19,-519400.0
2014-06-20,3976600.0
2014-06-23,5509200.0
2014-06-24,3308100.0
2014-06-25,5272100.0
2014-06-26,3534900.0
2014-06-27,5765700.0
2014-06-30,4455500.0
2014-07-01,5899500.0
2014-07-02,4846000.0
2014-07-03,5558200.0
2014-07-07,4496500.0
2014-07-08,2592200.0
2014-07-09,3705900.0
2014-07-10,2352900.0
2014-07-11,3970200.0
2014-07-14,5819200.0
2014-07-15,4200600.0
2014-07-16,2807300.0
2014-07-17,-201000.0
2014-07-18,3802200.0
2014-07-21,1745700.0
2014-07-22,3440200.0
2014-07-23,4670000.0
2014-07-24,3637700.0
2014-07-25,2707800.0
2014-07-28,3691900.0
2014-07-29,2345700.0
2014-07-30,3359400.0
2014-07-31,1262400.0
2014-08-01,-687500.0
2014-08-04,735900.0
2014-08-05,-811100.0
2014-08-06,519600.0
2014-08-07,-588300.0
2014-08-08,902400.0
2014-08-11,-309000.0
2014-08-12,-1846800.0
2014-08-13,-408900.0
2014-08-14,-1391700.0
2014-08-15,-2906700.0
2014-08-18,-1626100.0
2014-08-19,-650100.0
2014-08-20,-1684000.0
2014-08-21,-2596300.0
2014-08-22,-3383200.0
2014-08-25,-4740900.0
2014-08-26,-6376100.0
2014-08-27,-8074800.0
2014-08-28,-9364200.0
2014-08-29,-8283400.0
2014-09-02,-6709300.0
2014-09-03,-5497500.0
2014-09-04,-4043300.0
2014-09-05,-2415400.0
2014-09-08,-988300.0
2014-09-09,-2272000.0
2014-09-10,-1297300.0
2014-09-11,-2515000.0
2014-09-12,-4112300.0
2014-09-15,-5705500.0
2014-09-16,-4229200.0
2014-09-17,-2541000.0
2014-09-18,-1100400.0
2014-09-19,2626000.0
2014-09-22,941100.0
2014-09-23,-526300.0
2014-09-24,1194785.0
2014-09-25,-720858.0
2014-09-26,718949.0
2014-09-29,-562255.0
2014-09-30,1056182.0
2014-10-01,-388845.0
2014-10-02,786462.0
2014-10-03,1925098.0
2014-10-06,3136418.0
2014-10-07,1229991.0
2014-10-08,3217879.0
2014-10-09,698186.0
2014-10-10,-2380448.0
2014-10-13,-4959124.0
2014-10-14,-2741894.0
2014-10-15,-6454430.0
2014-10-16,-10152853.0
2014-10-17,-15683527.0
2014-10-20,-13078022.0
2014-10-21,-10745491.0
2014-10-22,-7828308.0
2014-10-23,-5483012.0
2014-10-24,-7455059.0
2014-10-27,-6270086.0
2014-10-28,-4996714.0
2014-10-29,-3229607.0
2014-10-30,-1777940.0
2014-10-31,254947.0
2014-11-03,-1123564.0
2014-11-04,-2364325.0
2014-11-05,-4391065.0
2014-11-06,-5720669.0
2014-11-07,-7349928.0
2014-11-10,-6218382.0
2014-11-11,-5253516.0
2014-11-12,-6380110.0
2014-11-13,-7715829.0
2014-11-14,-9001820.0
2014-11-17,-10723102.0
2014-11-18,-12680766.0
2014-11-19,-11292326.0
2014-11-20,-12851457.0
2014-11-21,-10633208.0
2014-11-24,-8931526.0
2014-11-25,-7146559.0
2014-11-26,-8666062.0
2014-11-28,-7520831.0
2014-12-01,-9630430.0
2014-12-02,-11152911.0
2014-12-03,-12432199.0
2014-12-04,-11039991.0
2014-12-05,-13598640.0
2014-12-08,-11271513.0
2014-12-09,-9400245.0
2014-12-10,-11117080.0
2014-12-11,-9506116.0
2014-12-12,-11495233.0
2014-12-15,-14308019.0
2014-12-16,-18261390.0
2014-12-17,-15386109.0
2014-12-18,-12467379.0
2014-12-19,-8787231.0
2014-12-22,-6063632.0
2014-12-23,-3872065.0
2014-12-24,-4576100.0
2014-12-26,-3538373.0
2014-12-29,-5814477.0
2014-12-30,-4940554.0
2014-12-31,-6312373.0
2015-01-02,-7759035.0
2015-01-05,-9813273.0
2015-01-06,-12705223.0
2015-01-07,-14764589.0
2015-01-08,-11420194.0
2015-01-09,-13475150.0
2015-01-12,-15795596.0
2015-01-13,-13429909.0
2015-01-14,-11200271.0
2015-01-15,-8488916.0
2015-01-16,-6196873.0
2015-01-20,-8422795.0
2015-01-21,-6160340.0
2015-01-22,-3490782.0
2015-01-23,-1215297.0
2015-01-26,-2754821.0
2015-01-27,-4653665.0
2015-01-28,-6332895.0
2015-01-29,-2157971.0
2015-01-30,3433006.0
2015-02-02,591030.0
2015-02-03,2624115.0
2015-02-04,964990.0
2015-02-05,2809677.0
2015-02-06,4568327.0
2015-02-09,3304051.0
2015-02-10,5049127.0
2015-02-11,3675157.0
2015-02-12,5290981.0
2015-02-13,7186107.0
2015-02-17,5573668.0
2015-02-18,4124579.0
2015-02-19,5112057.0
2015-02-20,3670845.0
2015-02-23,2216938.0
2015-02-24,3219331.0
2015-02-25,5040372.0
2015-02-26,7345591.0
2015-02-27,9749144.0
2015-03-02,11872940.0
2015-03-03,13573024.0
2015-03-04,11701330.0
2015-03-05,13087148.0
2015-03-06,11432587.0
2015-03-09,12491923.0
2015-03-10,10704566.0
2015-03-11,8888803.0
2015-03-12,10274575.0
2015-03-13,8575703.0
2015-03-16,10212196.0
2015-03-17,8411626.0
2015-03-18,10540340.0
2015-03-19,9346291.0
2015-03-20,11955981.0
2015-03-23,10316675.0
2015-03-24,12892909.0
2015-03-25,10746525.0
2015-03-26,9178194.0
2015-03-27,7285871.0
2015-03-30,8569829.0
2015-03-31,6986152.0
2015-04-01,5028434.0
2015-04-02,3316697.0
2015-04-06,4637464.0
2015-04-07,5936762.0
2015-04-08,7112094.0
2015-04-09,5558508.0
2015-04-10,4152934.0
2015-04-13,2512125.0
2015-04-14,-84918.0
2015-04-15,2227594.0
2015-04-16,3523898.0
2015-04-17,1377943.0
2015-04-20,3053430.0
2015-04-21,1213762.0
2015-04-22,2803010.0
2015-04-23,6976386.0
2015-04-24,11895417.0
2015-04-27,9497378.0
2015-04-28,8006395.0
2015-04-29,6307634.0
2015-04-30,4225420.0
2015-05-01,5993601.0
2015-05-04,7301561.0
2015-05-05,5918493.0
2015-05-06,4351506.0
2015-05-07,5897784.0
2015-05-08,7425399.0
2015-05-11,6520114.0
2015-05-12,4885940.0
2015-05-13,6139003.0
2015-05-14,7542938.0
2015-05-15,5571595.0
2015-05-18,3568174.0
2015-05-19,5535121.0
2015-05-20,6965947.0
2015-05-21,8428642.0
2015-05-22,7252428.0
2015-05-26,4845916.0
2015-05-27,6370935.0
2015-05-28,5341086.0
2015-05-29,2743679.0
2015-06-01,4648011.0
2015-06-02,6587000.0
2015-06-03,8304036.0
2015-06-04,6955699.0
2015-06-05,5567479.0
2015-06-08,4043340.0
2015-06-09,2588074.0
